CVR;P-nummer;mainPno;namePno;addressPno;zipcodePno;cityPno;protectedPno;phonePno;emailPno;startdatePno;enddatePno;employeesPno;addresscoPno;industrycodePno;industrydescPno
40625550;1024831686;True;CC Produktion ApS;Alrøvej 97;8300;Odder;True;;amstrup@ccproduktion.dk;26/06 - 2019;;10-19;Christian Christensen;14610;Avl af smågrise
33872364;1017070459;True;BEDERHOLM SVINEPRODUKTION ApS;Nautrupvej 20;7830;Vinderup;False;;;18/08 - 2011;;2-4;Sune Tarquini Mårtensson;14610;Avl af smågrise
32305741;1017594377;True;GOSVIG SVINEPRODUKTION ApS;Mollerupvej 25;7860;Spøttrup;False;;;02/04 - 2012;;2-4;;14610;Avl af smågrise
26583667;1009079005;True;HORSHOLM A/S;Ulkærvej 11;7100;Vejle;False;;;03/04 - 2002;;2-4;;14610;Avl af smågrise
24221512;1006421365;True;Foersom Genetik ApS;Lynggårdsvej 4;6880;Tarm;True;;;18/06 - 1999;;10-19;;14610;Avl af smågrise
10001528;1005277149;False;LANGVANG A/S; 3;9999;Ukendt;False;;;22/05 - 1973;31/12 - 1973;;;980000;Uoplyst
10001528;1010088689;True;LANGVANG A/S;Grønborgvej 8;6900;Skjern;False;;;01/08 - 2003;;10-19;;14610;Avl af smågrise
38921932;1022822795;True;Hedegaard Svineproduktion ApS;Hermodsvej 14;7480;Vildbjerg;False;;;31/08 - 2017;;;;14610;Avl af smågrise
38921932;1023156438;False;Hedegaard Svineproduktion ApS;Grønbjergvej 20;6973;Ørnhøj;True;97137428;;01/10 - 2017;;2-4;;14610;Avl af smågrise
40617159;1024822555;True;Avlscenter Kauergaard A/S;Over Kærsholm Vej 4;8620;Kjellerup;True;;;20/06 - 2019;;10-19;;14610;Avl af smågrise
14361073;1022726656;False;Jacobslund;Flemmingvej 16;8762;Flemming;True;75671042;kontor@siljebjerggaard.dk;30/06 - 2017;;;Siljebjerggaard Svineproduktion Aps;14610;Avl af smågrise
14361073;1000729330;True;SILJEBJERGGAARS SVINEPRODUKTION APS;Bredvadmøllevej 42;8740;Brædstrup;False;;;01/01 - 1990;;5-9;;14610;Avl af smågrise
40608338;1024812428;True;Skinnerupgaard ApS;Tranhøjvej 5;7700;Thisted;True;;;24/06 - 2019;;5-9;;14610;Avl af smågrise
