CVR;P-nummer;mainPno;namePno;addressPno;zipcodePno;cityPno;protectedPno;phonePno;emailPno;startdatePno;enddatePno;employeesPno;addresscoPno;industrycodePno;industrydescPno
38700839;1022513474;True;Egegaard;Randersvej 245;8450;Hammel;True;;Staldegegaard@gmail.com;12/06 - 2017;;2-4;;14610;Avl af smågrise
10866936;1011809371;True;Havreballegård Peder Sølvsten;Horsensvej 44;8660;Skanderborg;False;86579377;;01/10 - 2005;;5-9;;14610;Avl af smågrise
34364826;1017543055;True;Avlscenter Trekanten I/S;Kongstedvej 48;7000;Fredericia;False;75954035;kai.skou@hansen.mail.dk;01/01 - 2012;;20-49;;14610;Avl af smågrise
26290953;1002281922;True;Balleholm v/Jesper Pilegaard;Rishøjvej 3;4000;Roskilde;False;46402287;balleholm@mail.dk;01/07 - 2001;;5-9;;14610;Avl af smågrise
27775640;1010613821;True;Eskild Stauning Hansen;Skovsbjergvej 5A;6520;Toftlund;False;74830108;;01/07 - 2004;;5-9;;14610;Avl af smågrise
28923384;1002848752;True;Sørensen I/S v/Jørgen K Sørensen og Daniel N Sørensen;Lindvedvej 58;8723;Løsning;False;75893376;;01/04 - 1982;;2-4;;14610;Avl af smågrise
18826240;1003574338;True;ANDERS COUPPE';Kongevej 16;4450;Jyderup;False;58250186;;01/11 - 1995;;5-9;Nyvangsgård;14610;Avl af smågrise
34758484;1018155709;True;Rasmus Olesen;Bleldvej 85;8700;Horsens;True;20942766;hrrasmusolesen@hotmail.com;14/12 - 2012;;2-4;;14610;Avl af smågrise
35558713;1019024543;True;Kim Langgaard Jensen;Hindselsvej 6;7790;Thyholm;False;26205131;;01/01 - 2014;;0;;14610;Avl af smågrise
19364798;1003785059;True;LANDMAND POUL GRØNTVED;Tvedenvej 10;9300;Sæby;False;40165062;jptveden@gmail.com;01/07 - 1996;;5-9;;14610;Avl af smågrise
21860808;1005265359;True;OLE SANDGRAV;Gudumlundvej 16;7620;Lemvig;False;97863637;;02/08 - 1999;;5-9;;14610;Avl af smågrise
27251986;1009982708;True;Povl Søren Skøtt;Hvinderupvej 3;6070;Christiansfeld;False;74561220;;01/07 - 2003;;2-4;;14610;Avl af smågrise
25925815;1008312970;True;Bøgely v/Per Rosenkrantz Fuglsang;Sinding Hedevej 85;8600;Silkeborg;False;86856545;;15/03 - 2001;;5-9;;14610;Avl af smågrise
25896777;1008279000;True;Peter Friedrichsen;Felstedvej 39;6300;Gråsten;False;74686912;;01/02 - 2001;;5-9;;14610;Avl af smågrise
74703518;1002437892;True;MARIUS HØGH POULSEN;Sdr. Egsgårdvej 10;7323;Give;False;75344072;;22/10 - 1982;;1;Ny Egsgård;14610;Avl af smågrise
25858549;1001464145;True;Peter Filip Juul;Bredstrupvej 75;7000;Fredericia;False;75954029;;01/01 - 2001;;2-4;;14610;Avl af smågrise
69898912;1006749823;False;KAJ MUNCK; 4;9999;Ukendt;False;;;11/06 - 1981;31/05 - 1988;;;980000;Uoplyst
69898912;1002308709;True;KAJ MUNCK;Tornemarksvej 4;4640;Faxe;False;56725180;;01/06 - 1988;;2-4;;14610;Avl af smågrise
21749877;1005172436;True;GL NEJST V/KLAUS DAM;Kraghedevej 9;9382;Tylstrup;False;98261522;;01/07 - 1999;;2-4;;14610;Avl af smågrise
13058903;1000492452;True;FINN TUKJÆR SCHMIDT;Sønderdalvej 8;8765;Klovborg;False;75761304;;01/05 - 1989;;5-9;;14610;Avl af smågrise
28195869;1011010772;True;Steen Søby Laursen;Toftevej 1;9800;Hjørring;False;;;01/01 - 2005;;2-4;;14610;Avl af smågrise
29274991;1012032508;True;"I/S Jens &amp; Anders Christensen /v Jens Christensen og Anders Christensen";Hjørringvej 285;9750;Østervrå;False;98956013;;01/01 - 2006;;5-9;;14610;Avl af smågrise
29263191;1012015867;True;Poul Nørgaard Blaabjerg;Fårtoftvej 16;7950;Erslev;False;97741415;;01/01 - 2006;;5-9;;14610;Avl af smågrise
17090291;1001220214;True;KARSTEN ANDERSEN;Randersvej 122;8670;Låsby;False;86951247;;15/07 - 1993;;2-4;;14610;Avl af smågrise
21882771;1006320786;True;LANDBRUG V/CHRISTINA V. NIELSEN;Prinsehøjsvej 4;5610;Assens;False;;;01/08 - 1999;;2-4;;14610;Avl af smågrise
29292728;1007850685;True;Bygholtgård v/ Carsten Vestergaard Keseler;Bøllingvej 28;6064;Jordrup;False;21242499;keseler@c.dk;01/08 - 2000;;2-4;;14610;Avl af smågrise
79328014;1002578559;True;GÅRDEJER VERNER PEDERSEN;Hedeagervej 27;8882;Fårvang;False;86871062;;01/11 - 1985;;2-4;;14610;Avl af smågrise
11558135;1000255964;True;KURT LARSEN;Sorøvej 49;4250;Fuglebjerg;False;55453294;;16/07 - 1969;;0;;14610;Avl af smågrise
19390330;1003795429;True;PER MADSEN;Gravvængevej 30;5882;Vejstrup;False;62232226;;01/08 - 1996;;0;;14610;Avl af smågrise
73534453;1002405276;True;GÅRDEJER JENS CHRISTIAN SCHMIDT;Kyringevej 101;4100;Ringsted;False;57803352;;01/09 - 1976;;0;;14610;Avl af smågrise
89713617;1006937340;False;LANDMAND JENS SIMONI; 5;9999;Ukendt;False;;;22/08 - 1966;02/07 - 1967;;;980000;Uoplyst
89713617;1002825006;True;LANDMAND JENS SIMONI;Skovmarkvej 5;9382;Tylstrup;False;98261559;;03/07 - 1967;;0;;14610;Avl af smågrise
83450312;1002671150;True;HANS JØRGEN M JENSEN;Bjørnbækvej 3;9320;Hjallerup;False;98281914;;01/02 - 1978;;0;;14610;Avl af smågrise
